"ID","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","square_feet","security_deposit","cleaning_fee","minimum_nights","calendar_updated","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","reviews_per_month"
36543,"2014-06-10","within a day","75%","77%","f",3,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","West 172nd Street, New York, NY 10032, United States","Washington Heights","Manhattan","New York","NY",10032,"New York","New York, NY",40.8460605501,-73.9416069645,"f","Apartment","Private room",10,1.5,1,6,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,,"$10.00",1,"4 weeks ago",25,48,78,353,4,53,6,8,5,6,7,7,"f","strict","f","f",0.76
36544,"2015-02-10","within an hour","100%","100%","f",1,"['email', 'phone', 'reviews']","t","f","Driggs Avenue, Brooklyn, NY 11222, United States","Greenpoint","Brooklyn","Brooklyn","NY",11222,"New York","Brooklyn, NY",40.7207062732,-73.9490244848,"t","Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",,"$100.00","$25.00",2,"2 months ago",6,29,52,315,85,95,10,10,10,10,9,10,"t","moderate","f","f",5.52
36545,"2015-12-30","within a few hours","97%","52%","f",10,"['email', 'phone', 'google', 'reviews']","t","f","East 64th Street, New York, NY 10065, United States","Upper East Side","Manhattan","New York","NY",10065,"New York","New York, NY",40.7659877449,-73.9709790171,"f","Apartment","Private room",2,2,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$250.00","$75.00",1,"1 week ago",27,57,87,348,1,80,8,8,8,8,8,8,"f","moderate","f","f",0.22
36546,"2012-11-28","within a day","89%","80%","t",1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","West 21st Street, New York, NY 10011, United States","Chelsea","Manhattan","New York","NY",10011,"New York","New York, NY",40.7408202163,-73.9958106964,"t","Apartment","Entire home/apt",4,,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,"$80.00",2,"yesterday",3,6,10,14,34,97,10,9,10,9,10,9,"f","strict","f","f",0.8
36547,"2015-07-08","within a day","79%","92%","f",1,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","W 57th St, New York, NY 10019, United States","Hell's Kitchen","Manhattan","New York","NY",10019,"New York","New York, NY",40.7661116856,-73.9846801746,"f","Apartment","Private room",2,1,1,2,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Pool,""Pets Allowed"",Doorman,Gym,""Pets live on this property"",Dog(s),""Elevator in Building"",""Hot Tub"",Heating,""Suitable for Events"",Washer,Dryer,""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$500.00","$30.00",1,"today",0,0,3,5,1,100,10,10,10,10,10,10,"f","strict","f","f",1
36548,"2010-04-09","within a few hours","100%","N/A","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Cook Street, Brooklyn, NY 11206, United States","Williamsburg","Brooklyn","Brooklyn","NY",11206,"New York","Brooklyn, NY",40.7032329714,-73.935489519,"t","Loft","Entire home/apt",2,1,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,""First Aid Kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$500.00",,2,"today",20,50,80,355,45,91,10,9,10,10,9,9,"f","strict","t","t",1.02
36549,"2011-03-20","within a few hours","100%","94%","f",1,"['email', 'phone', 'manual_online', 'reviews']","t","f","East 3rd Street, New York, NY 10003, United States","East Village","Manhattan","New York","NY",10003,"New York","New York, NY",40.7251318028,-73.9895241318,"t","Apartment","Entire home/apt",5,1,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",1100,,"$109.00",4,"today",0,13,28,112,62,94,10,9,10,10,10,9,"f","strict","f","f",1.34
36550,"2014-04-15","within an hour","93%","89%","f",2,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Troutman Street, Brooklyn, NY 11206, United States","Bushwick","Brooklyn","Brooklyn","NY",11206,"New York","Brooklyn, NY",40.7015404124,-73.9280159475,"t","House","Entire home/apt",3,1.5,1,2,"Real Bed","{Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Hot Tub"",Heating,""Family/Kid Friendly"",""Suitable for Events"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$100.00","$47.00",1,"1 week ago",4,34,61,151,53,84,8,9,9,9,8,8,"f","moderate","f","f",2.77
36551,"2016-05-26","N/A","N/A","N/A","f",1,"['email', 'phone']","t","f","East 106th Street, New York, NY 10029, United States","East Harlem","Manhattan","New York","NY",10029,,"New York, NY",40.7905802237,-73.943904201,"t","Apartment","Private room",1,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Lock on Bedroom Door"",Hangers,Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$500.00",,10,"3 days ago",23,53,83,114,0,,,,,,,,"f","flexible","f","f",
36552,"2013-06-05","within a day","50%","100%","f",2,"['email', 'phone', 'reviews', 'jumio']","t","t","State Street, Brooklyn, NY 11217, United States","Boerum Hill","Brooklyn","Brooklyn","NY",11217,"New York","Brooklyn, NY",40.6862907465,-73.9819284266,"t","Apartment","Entire home/apt",4,1,2,2,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",,"$800.00","$100.00",14,"a week ago",0,0,26,181,2,100,10,10,10,10,10,10,"f","moderate","f","f",0.18
36553,"2014-07-20","within a day","100%","33%","f",2,"['email', 'phone', 'facebook', 'reviews']","t","f","Franklin Avenue, Brooklyn, NY 11205, United States","Bedford-Stuyvesant","Brooklyn","Brooklyn","NY",11205,"New York","Brooklyn, NY",40.6918858201,-73.9569967091,"t","Apartment","Private room",1,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",Essentials}",,,"$20.00",3,"5 weeks ago",27,57,87,91,7,93,9,10,10,9,9,9,"f","strict","f","f",0.75
36554,"2015-01-28","within an hour","100%","88%","f",1,"['email', 'phone', 'facebook', 'reviews']","t","f","Kingsland Avenue, Brooklyn, NY 11222, United States","Williamsburg","Brooklyn","Brooklyn","NY",11222,"New York","Brooklyn, NY",40.7203499602,-73.9416309016,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,"$60.00",1,"a week ago",20,20,50,295,7,86,9,9,10,10,9,8,"f","strict","f","f",1.93
36555,"2014-10-28","within an hour","100%","100%","f",4,"['email', 'phone', 'facebook', 'jumio']","t","t","Morningside Drive, New York, NY 10025, United States","Morningside Heights","Manhattan","New York","NY",10025,,"New York, NY",40.8018228227,-73.9604705583,"t","Apartment","Private room",2,0.5,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,"$200.00",,5,"today",0,0,0,0,0,,,,,,,,"t","strict","f","f",
36556,"2012-07-25","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook', 'reviews', 'sent_id']","t","t","W 180th St, New York, NY 10033, United States","Washington Heights","Manhattan","New York","NY",10033,"New York","New York, NY",40.8508174608,-73.9377982268,"t","Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",Essentials,Shampoo}",225,,"$60.00",3,"9 months ago",0,0,0,0,0,,,,,,,,"f","moderate","t","t",
36557,"2013-04-11","within a day","80%","100%","f",3,"['email', 'phone', 'google', 'jumio']","t","t","West 42nd Street, New York, NY 10036, United States","Hell's Kitchen","Manhattan","New York","NY",10036,"New York","New York, NY",40.7594766662,-73.9972030367,"t","Apartment","Entire home/apt",1,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in Building"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$300.00","$60.00",2,"today",18,48,78,353,0,,,,,,,,"f","strict","f","f",
36558,"2012-10-01","within a day","80%","50%","f",1,"['email', 'phone', 'reviews', 'kba']","t","t","Leroy Street, New York, NY 10014, United States","West Village","Manhattan","New York","NY",10014,"New York","New York, NY",40.7309760477,-74.004815985,"t","Apartment","Private room",1,1,1,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Hot Tub"",Heating,Essentials}",,,,3,"2 months ago",0,0,0,0,5,96,10,9,10,10,10,10,"f","strict","f","f",0.42
36559,"2013-11-22","within a few hours","70%","100%","f",1,"['email', 'phone', 'facebook', 'kba']","t","t","West 36th Street, New York, NY 10018, United States","Hell's Kitchen","Manhattan","New York","NY",10018,,"New York, NY",40.7564709095,-73.9984757241,"t","Loft","Entire home/apt",16,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,"$130.00",1,"yesterday",26,56,86,361,0,,,,,,,,"f","flexible","f","f",
36560,"2011-04-27","within a day","70%","33%","f",1,"['email', 'phone', 'facebook', 'reviews']","t","f","East 3rd Street, New York, NY 10009, United States","East Village","Manhattan","New York","NY",10009,"New York","New York, NY",40.724889709,-73.9884684776,"t","Apartment","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Pets Allowed"",Breakfast,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",,"$700.00","$80.00",2,"today",0,20,50,318,0,,,,,,,,"f","flexible","t","t",
36561,"2011-05-01","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Myrtle Avenue, Brooklyn, NY 11205, United States","Fort Greene","Brooklyn","Brooklyn","NY",11205,,"Brooklyn, NY",40.6924624262,-73.9715199102,"t","Apartment","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Smoking Allowed"",Heating,""Smoke Detector"",""First Aid Kit"",Essentials,""Lock on Bedroom Door"",Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,"$150.00","$25.00",5,"1 week ago",29,59,59,59,0,,,,,,,,"f","flexible","f","f",
36562,"2016-04-01","within an hour","100%","50%","f",1,"['email', 'phone']","t","f","West 92nd Street, New York, NY 10025, United States","Upper West Side","Manhattan","New York","NY",10025,"New York","New York, NY",40.78941877,-73.9676797984,"t","Apartment","Private room",1,1.5,1,1,"Real Bed","{""Buzzer/Wireless Intercom"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,,,1,"2 months ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
36563,"2013-04-10","within a few hours","83%","100%","f",1,"['email', 'phone', 'manual_online', 'facebook', 'reviews', 'manual_offline', 'jumio', 'kba']","t","t","101st Ave, South Richmond Hill, NY 11419, United States","Richmond Hill","Queens","South Richmond Hill","NY",11419,"New York","South Richmond Hill, NY",40.6886435214,-73.8349704433,"f","Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Wireless Internet"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Essentials}",,,,1,"2 months ago",0,0,0,0,3,93,10,10,10,10,9,10,"t","flexible","f","f",0.18
36564,"2015-12-08","N/A","N/A","N/A","f",1,"['email', 'phone']","t","f","Lafayette Avenue, Brooklyn, NY 11217, United States","Fort Greene","Brooklyn","Brooklyn","NY",11217,"New York","Brooklyn, NY",40.6881991369,-73.9764086426,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",Essentials}",,,"$50.00",3,"6 months ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
36565,"2015-02-18","a few days or more","25%","83%","f",1,"['email', 'phone', 'manual_online', 'google', 'reviews', 'manual_offline', 'jumio']","t","t","Avenue C, New York, NY 10009, United States","East Village","Manhattan","New York","NY",10009,"New York","New York, NY",40.7208831831,-73.980746536,"t","Apartment","Private room",3,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo}",,,,1,"2 days ago",0,25,55,330,0,,,,,,,,"f","flexible","f","f",
36566,"2013-06-26","a few days or more","33%","100%","f",1,"['email', 'phone', 'reviews', 'jumio']","t","t","Eldridge Street, New York, NY 10002, United States","East Village","Manhattan","New York","NY",10002,"New York","New York, NY",40.7235348064,-73.9905864098,"t","Apartment","Entire home/apt",5,1,2,3,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer}",,"$500.00","$175.00",5,"today",25,48,73,335,10,97,10,10,10,10,10,10,"f","strict","f","f",0.4
36567,"2015-11-16","N/A","N/A","N/A","f",1,"['email', 'phone']","t","f","College Avenue, Bronx, NY 10456, United States","Claremont Village","Bronx","Bronx","NY",10456,"New York","Bronx, NY",40.8372756047,-73.9094494899,"t","Apartment","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",,,,1,"7 months ago",30,60,90,365,0,,,,,,,,"f","flexible","f","f",
36568,"2015-06-14","within a day","100%","100%","f",1,"['email', 'phone', 'linkedin', 'reviews', 'kba']","t","t","Foster Avenue, Brooklyn, NY 11210, United States","Flatbush","Brooklyn","Brooklyn","NY",11210,"New York","Brooklyn, NY",40.6380505108,-73.9576652269,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",Essentials,Shampoo,""Hair Dryer""}",,,,3,"2 weeks ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
36569,"2015-09-24","within a day","80%","N/A","f",1,"['email', 'phone', 'reviews', 'jumio']","t","t","Kent Street, Brooklyn, NY 11222, United States","Greenpoint","Brooklyn","Brooklyn","NY",11222,"New York","Brooklyn, NY",40.7324827064,-73.9523664665,"t","Apartment","Entire home/apt",4,1,2,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,""Family/Kid Friendly"",""Laptop Friendly Workspace""}",,"$600.00","$80.00",3,"2 months ago",30,60,90,365,1,100,10,8,10,10,8,8,"f","flexible","f","f",0.13
36570,"2015-06-15","N/A","N/A","N/A","f",1,"['email', 'phone']","t","f","West 69th Street, New York, NY 10023, United States","Upper West Side","Manhattan","New York","NY",10023,"New York","New York, NY",40.7741975668,-73.9803580823,"t","Apartment","Entire home/apt",3,1,1,1,"Futon","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo}",,,"$100.00",1,"8 months ago",0,0,0,0,0,,,,,,,,"f","flexible","f","f",
36571,"2014-04-27","within a few hours","100%","0%","f",2,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","t","West 121st Street, New York, NY 10027, United States","Harlem","Manhattan","New York","NY",10027,"New York","New York, NY",40.8071908284,-73.9537076562,"t","Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,""Hair Dryer"",Iron}",,"$350.00","$150.00",1,"6 weeks ago",0,0,10,101,0,,,,,,,,"f","flexible","f","f",
36572,"2014-07-31","N/A","N/A","N/A","f",1,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']","t","t","East 17th Street, New York, NY 10003, United States","Gramercy","Manhattan","New York","NY",10003,"New York","New York, NY",40.735125468,-73.985730822,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer""}",,,"$20.00",2,"6 months ago",0,0,0,152,6,100,10,10,10,10,10,9,"f","flexible","f","f",0.7
36573,"2014-07-27","N/A","N/A","N/A","f",1,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","West 50th Street, New York, NY 10019, United States","Theater District","Manhattan","New York","NY",10019,"New York","New York, NY",40.763187544,-73.9845624093,"f","Apartment","Private room",1,1,1,1,"Real Bed","{Shampoo}",,,,1,"never",30,60,90,365,0,,,,,,,,"f","flexible","f","f",
36574,"2009-12-01","within an hour","100%","59%","f",9,"['email', 'phone', 'facebook', 'reviews', 'jumio']","t","t","Adam Clayton Powell Junior Boulevard, New York, NY 10026, United States","Harlem","Manhattan","New York","NY",10026,"New York","New York, NY",40.8001130471,-73.9546221114,"t","Apartment","Private room",4,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Dryer,""Smoke Detector"",Essentials,Shampoo}",,"$100.00","$50.00",5,"3 days ago",24,54,84,359,9,76,9,8,9,9,9,8,"f","strict","f","f",0.85
36575,"2011-11-15","within a day","70%","100%","f",2,"['email', 'phone', 'facebook', 'reviews', 'kba']","t","t","Kosciuszko Street, Brooklyn, NY 11221, United States","Bedford-Stuyvesant","Brooklyn","Brooklyn","NY",11221,"New York","Brooklyn, NY",40.6921192576,-73.9342277631,"t","Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,,,3,"5 weeks ago",5,15,30,72,6,97,10,10,10,10,10,10,"f","moderate","f","f",0.77
